city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId
,Gasconade County,MO,USA,0,,,,,14705,38.4311855,-91.5051645,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2029
,Gentry County,MO,USA,0,,,,,6628,40.2107995,-94.4104265,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2030
,Greene County,MO,USA,41,,,,,291923,37.2580585,-93.3436925,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2031
,Grundy County,MO,USA,0,,,,,9914,40.112933,-93.562986,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2032
,Harrison County,MO,USA,0,,,,,8414,40.3552465,-93.997782,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2033
,Henry County,MO,USA,1,,,,,21792,38.384227,-93.793122,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2034
,Hickory County,MO,USA,0,,,,,9509,37.937655,-93.319651,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2035
,Holt County,MO,USA,0,,,,,4404,40.063089,-95.271813,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2036
,Howard County,MO,USA,0,,,,,10137,39.1557215,-92.6872455,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2037
,Howell County,MO,USA,0,,,,,40076,36.7773395,-91.888011,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2038
,Iron County,MO,USA,0,,,,,10177,37.505462,-90.8450445,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2039
,Jackson County,MO,USA,150,,,,,700307,39.0350565,-94.3565785,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2040
,Jasper County,MO,USA,1,,,,,120636,37.206147,-94.335409,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2041
,Jefferson County,MO,USA,17,,,,,224347,38.2526855,-90.516425,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2042
,Johnson County,MO,USA,9,,,,,53652,38.7470595,-93.811248,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2043
,Joplin County,MO,USA,1,,,,,,,,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,,
,Knox County,MO,USA,0,,,,,3947,40.126091,-92.1479285,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2044
,Laclede County,MO,USA,0,,,,,35713,37.68434,-92.554389,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2045
,Lafayette County,MO,USA,4,,,,,32598,39.1007525,-93.795704,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2046
,Lawrence County,MO,USA,0,,,,,38359,37.1064545,-93.8339175,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2047
,Lewis County,MO,USA,0,,,,,9855,40.101244,-91.694102,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2048
,Lincoln County,MO,USA,2,,,,,57686,39.049049,-90.9649285,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2049
,Linn County,MO,USA,0,,,,,12037,39.868643,-93.1061425,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2050
,Livingston County,MO,USA,0,,,,,15146,39.7895065,-93.511778,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2051
,Macon County,MO,USA,0,,,,,15153,39.8213225,-92.572901,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2052
,Madison County,MO,USA,0,,,,,12188,37.477866,-90.3441325,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2053
,Maries County,MO,USA,0,,,,,8769,38.1516465,-91.9141635,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2054
,Marion County,MO,USA,0,,,,,28592,39.8029395,-91.5767125,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2055
,McDonald County,MO,USA,1,,,,,23078,36.6325735,-94.342726,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2056
,Mercer County,MO,USA,0,,,,,3641,40.4222345,-93.5707035,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2057
,Miller County,MO,USA,0,,,,,25336,38.223648,-92.438629,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2058
,Mississippi County,MO,USA,0,,,,,13336,36.818481,-89.309326,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2059
,Moniteau County,MO,USA,4,,,,,16121,38.6749565,-92.6115875,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2060
,Monroe County,MO,USA,0,,,,,8664,39.500363,-92.010981,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2061
,Montgomery County,MO,USA,3,,,,,11534,38.9123675,-91.4537015,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2062
,Morgan County,MO,USA,0,,,,,20358,38.4398155,-92.8514405,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2063
,New Madrid County,MO,USA,0,,,,,17296,36.603213,-89.649977,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2064
,Newton County,MO,USA,4,,,,,58266,36.9023075,-94.3389345,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2065
,Nodaway County,MO,USA,0,,,,,22304,40.3523275,-94.9003755,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2066
,Oregon County,MO,USA,0,,,,,10541,36.692918,-91.3971295,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2067
,Osage County,MO,USA,0,,,,,13714,38.4976155,-91.9180235,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2068
,Ozark County,MO,USA,0,,,,,9017,36.651648,-92.4423435,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2069
,Pemiscot County,MO,USA,1,,,,,16272,36.2133345,-89.7479085,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2070
,Perry County,MO,USA,7,,,,,19150,37.735891,-89.811355,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2071
,Pettis County,MO,USA,1,,,,,42542,38.724579,-93.281598,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2072
,Phelps County,MO,USA,0,,,,,44732,37.876191,-91.7771415,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2073
,Pike County,MO,USA,0,,,,,18504,39.3688035,-91.090815,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2074
,Platte County,MO,USA,6,,,,,102985,39.343225,-94.8518535,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2075
,Polk County,MO,USA,0,,,,,32201,37.6233195,-93.402811,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2076
,Pulaski County,MO,USA,5,,,,,52014,37.8118605,-92.217417,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2077
,Putnam County,MO,USA,0,,,,,4757,40.46615,-93.019649,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2078
,Ralls County,MO,USA,1,,,,,10212,39.502604,-91.4482395,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2079
,Randolph County,MO,USA,1,,,,,24763,39.4284125,-92.504119,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2080
,Ray County,MO,USA,1,,,,,22883,39.331012,-93.985489,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2081
,Reynolds County,MO,USA,0,,,,,6254,37.327088,-91.024337,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2082
,Ripley County,MO,USA,2,,,,,13401,36.6610105,-90.8507795,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2083
,Saline County,MO,USA,0,,,,,22895,39.169796,-93.1728005,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2084
,Schuyler County,MO,USA,0,,,,,4599,40.4703695,-92.533985,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2085
,Scotland County,MO,USA,0,,,,,4966,40.453337,-92.147439,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2086
,Scott County,MO,USA,3,,,,,38458,37.056437,-89.5497395,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2087
,Shannon County,MO,USA,0,,,,,8189,37.153294,-91.337637,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2088
,Shelby County,MO,USA,1,,,,,6050,39.779288,-92.0698345,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2089
,St. Charles County,MO,USA,43,,,,,399182,38.7512445,-90.536784,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2090
,St. Clair County,MO,USA,0,,,,,9395,38.0234895,-93.7814775,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2091
,St. Francois County,MO,USA,4,,,,,66692,37.859083,-90.3792055,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2092
,St. Louis County,MO,USA,433,,,,,996945,38.639327,-90.427013,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2093
,Ste. Genevieve County,MO,USA,0,,,,,17888,37.8987205,-90.191972,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2094
,Stoddard County,MO,USA,2,,,,,29206,36.877403,-89.9717235,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2095
,Stone County,MO,USA,0,,,,,31749,36.747109,-93.458644,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2096
,Sullivan County,MO,USA,0,,,,,6221,40.209759,-93.1112635,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2097
,Taney County,MO,USA,2,,,,,55852,36.657319,-93.0400965,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2098
,Texas County,MO,USA,1,,,,,25571,37.327084,-91.949803,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2099
,Vernon County,MO,USA,0,,,,,20528,37.849889,-94.33813,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2100
,Warren County,MO,USA,2,,,,,34711,38.7701535,-91.1885865,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2101
,Washington County,MO,USA,0,,,,,24943,37.9704415,-90.8699985,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2102
,Wayne County,MO,USA,0,,,,,13122,37.1196785,-90.4449535,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2103
,Webster County,MO,USA,0,,,,,39109,37.2772475,-92.8778745,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2104
,Worth County,MO,USA,0,,,,,2040,40.4780805,-94.4231565,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2105
,Wright County,MO,USA,3,,,,,18378,37.270599,-92.469739,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2106
,(unassigned),MO,USA,8,,,,,,,,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,,
,,MO,USA,903,,,,,6137428,38.30249432,-92.44567265,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.31372549,America/Chicago,370
,Adams County,MS,USA,7,0,,,,31192,31.4705725,-91.404425,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2107
,Amite County,MS,USA,4,0,,,,12326,31.1742635,-90.8215065,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2108
,Attala County,MS,USA,9,0,,,,18365,33.0827575,-89.641145,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2109
,Benton County,MS,USA,4,0,,,,8271,34.788941,-89.184916,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2110
,Bolivar County,MS,USA,11,0,,,,31333,33.8247305,-90.9447695,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2111
,Calhoun County,MS,USA,3,0,,,,14436,33.9419505,-89.323812,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2112
,Carroll County,MS,USA,1,0,,,,9911,33.445717,-89.910018,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2113
,Chickasaw County,MS,USA,10,0,,,,17171,33.906775,-88.9553725,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2114
,Choctaw County,MS,USA,5,0,,,,8278,33.3210365,-89.2710315,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2115
,Claiborne County,MS,USA,1,0,,,,9002,32.0054585,-90.9812745,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2116
,Clarke County,MS,USA,1,0,,,,15604,32.027152,-88.6725705,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2117
,Clay County,MS,USA,2,0,,,,19386,33.659271,-88.75751,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2118
,Coahoma County,MS,USA,18,0,,,,22628,34.255278,-90.6784215,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2119
,Copiah County,MS,USA,8,0,,,,28543,31.867576,-90.423522,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,0.470588235,America/Chicago,2120
